,obsWaitTime_label,age,fairshare,priority,qos_int,rank_p,reqNodes,reqWalltime,partition_0,partition_1,partition_2,partition_3,partition_4,qos_0,qos_1,qos_2,qos_3,qos_4,qos_5,qos_6
12074,87266.0,2,595,22197,21600,1804,1.0,43200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12075,1860.0,1,451,65252,64800,1932,1.0,172800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12076,87181.0,0,595,22195,21600,1988,1.0,43200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12077,295846.0,4598,0,26197,21600,328,9.0,43200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12078,1026.0,7,143,64950,64800,3815,1.0,7200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12079,2525.0,6,143,64945,64800,2829,1.0,172800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12080,3107.0,6,151,64956,64800,2785,1.0,172800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12081,3006.0,4,156,64960,64800,2546,1.0,172800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12082,489.0,2,175,64978,64800,1852,1.0,172800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12083,99226.0,2,0,64802,64800,4877,1.0,7200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12084,184827.0,4,293,65096,64800,4061,1.0,43200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12085,1606.0,2,18,69079,69060,52,2.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12086,4085.0,0,255,65055,64800,2582,1.0,172800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12087,225328.0,5,0,64800,64800,1589,1.0,64800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12088,195284.0,5,0,64804,64800,1749,301.0,3000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12089,87267.0,3,595,22197,21600,1871,1.0,43200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
